"Name","City","State","EIN","Tax Year","Tax Period End","Form Type Filed","Contributions","Investment Income","Program Service Revenue","Total Revenue","Total Expenses","Total Assets","Total Liabilities","Net Assets"
"Ruby Central Inc","West Hollywood","CA","300040446","2016","201612","0","0","0","1312038","1312038","1440715","428469","5818","422651"
"Ruby Central Inc","West Hollywood","CA","300040446","2015","201512","0","0","0","1475388","1475388","1439549","556626","5298","551328"
"Ruby Central Inc","West Hollywood","CA","300040446","2014","201412","0","0","0","1759647","1760667","1760740","519226","3737","515489"
"Ruby Central Inc","West Hollywood","CA","300040446","2013","201312","0","0","0","1479535","1479535","1349583","515562","0","515562"
"Ruby Central Inc","West Hollywood","CA","300040446","2012","201212","0","0","0","1256676","1256676","960648","388640","3030","385610"
"Ruby Central Inc","West Hollywood","CA","300040446","2011","201112","0","0","0","289310","289310","252420","90037","455","89582"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2021","202102","0","3177281","6027","43032","3229988","2591633","5375134","166156","5208978"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2020","202002","0","2510140","63968","390872","2970607","2537074","4754168","183545","4570623"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2019","201902","0","3078324","42264","186601","3325377","2165535","4497873","360783","4137090"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2018","201802","0","2213962","17275","514168","2680081","1988305","3150839","173591","2977248"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2017","201702","0","1810882","3608","306971","2125670","1500209","2746338","460266","2286072"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2016","201602","0","1780653","1555","140435","1926082","1161248","1924887","264276","1660611"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2015","201502","0","574189","678","105155","680815","668239","1017232","121455","895777"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2014","201402","0","627150","331","234578","867704","734629","1028336","145135","883201"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2013","201302","0","398058","5746","210423","617134","926510","905161","155035","750126"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2012","201202","0","1080513","1483","666347","1768095","1223652","1273353","213851","1059502"
"Software Freedom Conservancy Inc","Brooklyn","NY","412203632","2011","201102","0","427645","482","466907","911564","650733","709823","194764","515059"
"Software Freedom Law Center Inc","New York","NY","412165986","2022","202201","0","433235","51","256312","833869","844028","346781","288582","58199"
"Software Freedom Law Center Inc","New York","NY","412165986","2021","202101","0","428622","74","277773","706469","856664","417011","348653","68358"
"Software Freedom Law Center Inc","New York","NY","412165986","2020","202001","0","599750","122","581600","1181472","939239","462043","243490","218553"
"Software Freedom Law Center Inc","New York","NY","412165986","2019","201901","0","569645","65","502500","1072210","1048457","470289","493969","-23680"
"Software Freedom Law Center Inc","New York","NY","412165986","2018","201801","0","822972","44","414800","1237816","1359324","382924","430357","-47433"
"Software Freedom Law Center Inc","New York","NY","412165986","2017","201701","0","1080126","15","387100","1467241","1338248","355417","281342","74075"
"Software Freedom Law Center Inc","New York","NY","412165986","2016","201601","0","1165820","15","264567","1430402","1451474","126195","181113","-54918"
"Software Freedom Law Center Inc","New York","NY","412165986","2015","201501","0","1130673","15","364031","1494719","1535886","154059","187905","-33846"
"Software Freedom Law Center Inc","New York","NY","412165986","2014","201401","0","1010471","14","550722","1561207","1488960","261425","254104","7321"
"Software Freedom Law Center Inc","New York","NY","412165986","2013","201301","0","1071158","18","138900","1210076","1323292","138340","203266","-64926"
"Software Freedom Law Center Inc","New York","NY","412165986","2012","201201","0","1413778","106","45246","1459130","1614860","185421","137131","48290"
"Software Freedom Law Center Inc","New York","NY","412165986","2011","201101","0","1609007","764","124122","1736623","1910376","344604","140584","204020"
"Signal Technology Foundation","Mountain View","CA","824506840","2021","202112","0","9911613","390939","203590","12765380","33117092","46245596","32496069","13749527"
"Signal Technology Foundation","Mountain View","CA","824506840","2020","202012","0","13744471","895821","0","14860292","21272520","66123171","32777782","33345389"
"Signal Technology Foundation","Mountain View","CA","824506840","2019","201912","0","17563652","1024455","0","19408880","13481072","77225921","38304931","38920990"
"Signal Technology Foundation","Mountain View","CA","824506840","2018","201812","0","0","609365","0","609365","5127667","100490525","105000645","-4510120"
"Software In The Public Interest Inc","New York","NY","113390208","2021","202112","0","474360","43584","4775","522719","413172","3096266","23071","3073195"
"Software In The Public Interest Inc","New York","NY","113390208","2020","202012","0","659828","20433","6971","723853","341298","2983488","19840","2963648"
"Software In The Public Interest Inc","New York","NY","113390208","2019","201912","0","920577","2757","47140","970474","661118","2471262","0","2471262"
"Software In The Public Interest Inc","New York","NY","113390208","2018","201812","0","1435100","383","28236","1463719","385055","2161906","0","2161906"
"Software In The Public Interest Inc","New York","NY","113390208","2017","201712","0","635009","303","0","635312","612941","1083242","0","1083242"
"Software In The Public Interest Inc","New York","NY","113390208","2016","201612","0","427744","343","0","428087","203832","1060871","0","1060871"
"Software In The Public Interest Inc","New York","NY","113390208","2015","201512","0","351109","334","0","351443","193146","836616","0","836616"
"Software In The Public Interest Inc","New York","NY","113390208","2014","201412","0","378908","385","0","379293","286901","678319","0","678319"
"Software In The Public Interest Inc","New York","NY","113390208","2013","201312","0","401577","424","0","402001","134916","585927","0","585927"
"Software In The Public Interest Inc","New York","NY","113390208","2012","201212","0","293120","275","0","293395","280046","318842","0","318842"
"Software In The Public Interest Inc","New York","NY","113390208","2011","201112","0","218046","110","0","218156","98350","305493","0","305493"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2021","202106","0","155312041","2703740","0","158987065","111669959","240235101","9057564","231177536"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2020","202006","0","120919258","3177662","0","124631267","112162122","191262962","10947237","180315725"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2019","201906","0","115839832","2819486","0","118589500","90058977","176019709","10378284","165641425"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2018","201806","0","99036753","1774136","0","101575555","78731219","145850778","10901208","134949570"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2017","201706","0","88816654","1287010","0","89973967","69076192","120524697","7194500","113330197"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2016","201606","0","78151457","1089009","25498","78691737","65061845","97642735","5859940","91782795"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2015","201506","0","77451505","681042","78112","78127085","52452126","82753985","4933687","77820298"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2014","201406","0","52647756","555363","64959","52990491","45040391","60560774","7085753","53475021"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2013","201306","0","45272234","71112","306705","45667316","35171555","48146893","2957769","45189124"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2012","201206","0","38990502","50814","718685","39702445","28964052","37206891","2277833","34929058"
"Wikimedia Foundation Org","San Francisco","CA","200049703","2011","201106","0","26440538","34559","819816","27191806","17540278","26165567","1973423","24192144"
"Wordpress Foundation","San Francisco","CA","205498932","2021","202112","0","19203","0","0","19203","2084","885492","78940","806552"
"Wordpress Foundation","San Francisco","CA","205498932","2020","202012","0","10323","0","465","10788","3438","868373","78940","789433"
"Wordpress Foundation","San Francisco","CA","205498932","2019","201912","0","6415","0","1225","7640","53401","861023","78940","782083"
"Wordpress Foundation","San Francisco","CA","205498932","2018","201812","0","11178","0","0","11296","10939","906784","78940","827844"
"Wordpress Foundation","San Francisco","CA","205498932","2017","201712","0","3421","0","0","3519","72712","906427","78940","827487"
"Wordpress Foundation","San Francisco","CA","205498932","2016","201612","0","2913","0","0","3038","27453","987425","90746","896679"
"Wordpress Foundation","San Francisco","CA","205498932","2015","201512","0","2290457","0","587873","2878475","2256530","1121394","121361","1000033"
"Wordpress Foundation","San Francisco","CA","205498932","2014","201412","0","1181193","0","518838","1700834","1846680","152888","0","152888"
"Wordpress Foundation","San Francisco","CA","205498932","2013","201312","0","848925","0","182081","1031269","798880","301231","0","301231"
"Wordpress Foundation","San Francisco","CA","205498932","2012","201212","0","357451","0","228132","586320","580161","68842","0","68842"
"Wordpress Foundation","San Francisco","CA","205498932","2011","201112","1","95809","0","95469","194293","137508","70856","0","70856"
